Month of Order Date,Year of Order Date,2 in one,Profit,Sales
December,2016,30.98,13.941,30.98
October,2015,19.98,9.3906,19.98
November,2017,7.78,3.501,7.78
September,2014,48.94,24.47,48.94
October,2016,6.68,3.2064,6.68
December,2016,83.42,24.1918,83.42
September,2014,22.66,9.7438,22.66
December,2016,23.32,6.0632,23.32
March,2017,6.08,2.0672,6.08
June,2015,9.26,3.0558,9.26
June,2015,7.38,3.4686,7.38
October,2016,61.96,27.882,61.96
September,2017,12.96,6.3504,12.96
October,2015,77.88,3.894000000,77.88
October,2015,46.84,12.6468,46.84
January,2017,129.3,6.465000000,129.3
September,2014,7.3,2.19,7.3
October,2015,5.04,1.26,5.04
August,2017,59.52,15.4752,59.52
October,2016,8.34,2.2518,8.34
September,2016,7.83,3.6018,7.83
May,2017,37.59,17.6673,37.59
June,2017,122.97,60.2553,122.97
October,2014,13.44,6.5856,13.44
December,2017,166.44,79.8912,166.44
September,2017,19.44,9.3312,19.44
December,2016,50.22,2.0088,50.22
September,2016,51.45,13.8915,51.45
August,2017,31.44,8.4888,31.44
December,2017,31.44,8.4888,31.44
October,2015,29.7,8.019,29.7
November,2016,192.8,55.912,192.8
November,2015,62.8,15.7,62.8
August,2017,31.92,9.2568,31.92
September,2017,406.6,113.848,406.6
September,2016,35.4,13.452,35.4
October,2015,17.45,8.027,17.45
September,2014,5.7,2.679,5.7
September,2016,29.9,13.455,29.9
May,2017,37.44,16.848,37.44
August,2017,83.79,22.6233,83.79
April,2015,23.84,6.4368,23.84
September,2017,71.28,34.2144,71.28
December,2016,5.872,2.1286,5.872
August,2015,6.608,2.2302,6.608
August,2015,7.28,2.73,7.28
May,2017,26.032,9.4366,26.032
December,2016,35.808,11.19,35.808
October,2015,398.352,124.485,398.352
October,2014,14.352,5.0232,14.352
November,2015,98.352,35.6526,98.352
April,2016,42.976,4.2976,42.976
December,2016,209.6,68.12,209.6
November,2016,61.12,22.156,61.12
September,2017,1471.96,459.9875,1471.96
December,2016,122.688,39.8736,122.688
June,2014,25.164,-16.776,25.164
March,2016,9.702,-7.1148,9.702
June,2014,8.226,-6.0324,8.226
July,2015,3.366,-2.244,3.366
December,2017,67.86,-45.24,67.86
June,2014,11.088,-8.1312,11.088
July,2015,34.76,9.7328,34.76
January,2017,13.48,3.5048,13.48
September,2017,24.18,7.254,24.18
July,2017,11.68,5.4896,11.68
April,2014,26.7,7.476,26.7
October,2015,12.56,5.652,12.56
February,2014,9.64,4.4344,9.64
September,2015,7.5,3.6,7.5
July,2015,97.82,45.9754,97.82
January,2017,12.96,6.2208,12.96
September,2017,15.96,7.98,15.96
September,2014,12.96,6.2208,12.96
September,2015,190.86,11.4516,190.86
February,2014,64.96,2.5984,64.96
September,2017,33.99,14.6157,33.99
April,2014,13.89,4.5837,13.89
May,2017,131.94,35.6238,131.94
February,2014,51.9,24.393,51.9
September,2017,16.2,7.776,16.2
September,2017,13.71,6.5808,13.71
September,2014,42.81,20.1207,42.81
February,2016,56.82,28.41,56.82
August,2016,81.54,38.3238,81.54
May,2017,7.41,3.4827,7.41
February,2014,14.94,6.8724,14.94
December,2017,14.94,7.0218,14.94
September,2017,286.29,17.1774,286.29
November,2017,25.5,6.63,25.5
May,2017,25.92,8.2944,25.92
August,2015,11.36,5.5664,11.36
December,2017,33.72,15.5112,33.72
January,2017,5443.96,2504.2216,5443.96
May,2017,704.76,162.0948,704.76
November,2015,19.75,5.135,19.75
December,2017,34.7,12.492,34.7
April,2014,40.2,18.09,40.2
April,2017,28.4,13.348,28.4
July,2015,26.4,11.88,26.4
January,2017,94.85,45.528,94.85
September,2017,24.9,11.703,24.9
December,2016,33.9,15.594,33.9
March,2017,81.4,21.164,81.4
July,2015,141.4,38.178,141.4
November,2015,10.92,4.914,10.92
April,2014,689.82,20.6946,689.82
April,2017,94.2,23.55,94.2
July,2015,106.75,49.105,106.75
January,2017,56.07,25.2315,56.07
September,2015,24.32,8.2688,24.32
April,2017,478.24,219.9904,478.24
May,2017,21.5,7.095,21.5
September,2015,7.824,2.934,7.824
May,2014,3.984,1.4442,3.984
May,2014,4.832,1.6308,4.832
July,2014,26.632,1.3316,26.632
September,2017,1.744,-0.3488,1.744
November,2017,6.672,0.5004,6.672
December,2014,2.92,0.365,2.92
January,2017,31.744,3.968,31.744
January,2017,6,2.1,6
June,2014,62.016,22.4808,62.016
March,2017,6.848,2.14,6.848
March,2015,60.416,6.0416,60.416
July,2015,6.912,0.6912,6.912
January,2015,7.056,0.7938,7.056
November,2016,14.04,1.5795,14.04
October,2017,10.272,0.8988,10.272
November,2016,4.344,0.8688,4.344
September,2014,10.896,3.405,10.896
August,2016,53.952,17.5344,53.952
November,2016,74.352,23.235,74.352
January,2016,15.552,5.4432,15.552
October,2017,15.552,5.4432,15.552
February,2014,16.176,6.066,16.176
July,2014,123.552,-29.3436,123.552
January,2017,372.144,27.9108,372.144
November,2017,99.136,8.6744,99.136
September,2017,10.528,3.29,10.528
August,2016,11.168,3.6296,11.168
October,2016,25.248,7.89,25.248
November,2017,16.896,5.28,16.896
February,2017,7.12,0.712,7.12
April,2014,26.72,9.352,26.72
July,2016,219.84,79.692,219.84
November,2016,41.92,3.668,41.92
April,2014,44.84,5.605,44.84
November,2015,40.92,3.069,40.92
May,2014,56.064,21.024,56.064
September,2017,20.544,6.42,20.544
October,2017,67.144,5.8751,67.144
October,2016,51.016,15.9425,51.016
April,2014,33.488,10.465,33.488
December,2017,28.672,10.3936,28.672
July,2014,35.856,12.9978,35.856
October,2015,1.72,-2.838,1.72
January,2017,5.432,-13.58,5.432
July,2015,1.928,-2.9884,1.928
March,2015,11.212,-16.818,11.212
February,2014,8.952,-14.7708,8.952
May,2014,18.24,-31.008,18.24
October,2017,3.564,-6.237,3.564
December,2016,11.648,-30.8672,11.648
February,2017,243.992,-426.986,243.992
March,2015,180.98,-470.548,180.98
December,2017,294.62,-766.012,294.62
October,2014,10.78,-17.248,10.78
September,2014,5.18,-8.029,5.18
November,2017,21.99,-32.985,21.99
May,2015,7.656,-13.0152,7.656
December,2017,29.312,-74.7456,29.312
March,2017,13.468,-22.8956,13.468
October,2015,7.38,3.6162,7.38
March,2017,7.31,3.4357,7.31
November,2017,40.99,20.0851,40.99
March,2017,26.38,12.1348,26.38
September,2017,10.9,2.834,10.9
August,2015,113.92,33.0368,113.92
June,2016,8.74,2.2724,8.74
September,2017,16.28,6.512,16.28
August,2015,39.66,11.898,39.66
October,2015,2.78,0.7228,2.78
July,2017,6.56,1.9024,6.56
September,2016,12.76,5.8696,12.76
June,2016,7.96,3.7412,7.96
October,2014,34.08,15.6768,34.08
November,2015,16.56,7.7832,16.56
October,2015,79.96,35.982,79.96
May,2017,6.16,2.9568,6.16
June,2016,61.96,27.882,61.96
December,2015,22.68,11.1132,22.68
September,2014,77.52,37.9848,77.52
November,2017,110.96,53.2608,110.96
November,2017,12.96,6.2208,12.96
July,2017,8.96,4.3904,8.96
July,2015,9.96,4.6812,9.96
March,2014,97.82,45.9754,97.82
October,2014,10.16,4.7752,10.16
October,2017,22.58,5.8708,22.58
May,2017,17,4.42,17
March,2014,18.62,5.3998,18.62
December,2016,901.95,297.6435,901.95
November,2015,17.94,4.485,17.94
October,2016,12.42,5.2164,12.42
November,2017,6.99,2.0271,6.99
May,2017,43.92,12.7368,43.92
March,2014,59.52,15.4752,59.52
March,2015,22.92,11.2308,22.92
March,2016,29.34,13.4964,29.34
December,2015,17.94,8.7906,17.94
September,2014,18.9,8.694,18.9
December,2017,11.07,5.2029,11.07
July,2017,7.83,3.6018,7.83
April,2015,21.93,10.3071,21.93
September,2017,146.82,73.41,146.82
September,2017,164.88,80.7912,164.88
October,2015,19.44,9.3312,19.44
August,2016,122.97,60.2553,122.97
December,2017,19.44,9.3312,19.44
March,2017,46.53,12.0978,46.53
May,2015,36.63,9.8901,36.63
June,2016,40.74,0.407400000,40.74
December,2016,465.18,120.9468,465.18
December,2017,272.94,0,272.94
June,2016,275.24,121.1056,275.24
November,2015,13.12,5.6416,13.12
August,2016,11.68,5.256,11.68
September,2017,79.92,37.5624,79.92
October,2014,123.92,55.764,123.92
October,2015,23.92,10.764,23.92
April,2017,39.96,17.982,39.96
December,2017,31.92,8.2992,31.92
October,2014,49.25,18.715,49.25
August,2016,29,13.92,29
April,2017,29.7,13.365,29.7
March,2017,18.75,9,18.75
November,2015,244.55,4.891000000,244.55
September,2015,293.52,76.3152,293.52
March,2017,59.1,22.458,59.1
December,2016,88.08,40.5168,88.08
November,2017,43.8,20.586,43.8
November,2015,12.24,5.7528,12.24
September,2017,14.82,6.9654,14.82
November,2015,44.1,20.727,44.1
November,2015,38.88,18.6624,38.88
December,2015,212.64,99.9408,212.64
December,2017,21.6,9.936,21.6
August,2016,1591.02,286.3836,1591.02
February,2015,286.79,74.5654,286.79
September,2017,242.48,116.3904,242.48
August,2015,447.86,210.4942,447.86
June,2016,25.83,12.1401,25.83
November,2015,2625.12,735.0336,2625.12
September,2016,58.48,27.4856,58.48
March,2017,75.04,36.0192,75.04
March,2017,107.44,27.9344,107.44
July,2017,60.12,22.2444,60.12
July,2016,29.61,13.3245,29.61
August,2016,81.54,36.693,81.54
September,2014,1395.54,362.8404,1395.54
November,2014,43.8,21.024,43.8
November,2017,189.7,91.056,189.7
March,2014,108.92,49.014,108.92
November,2017,11.424,3.7128,11.424
March,2016,18.656,1.6324,18.656
November,2014,17.248,6.0368,17.248
June,2016,33.568,11.7488,33.568
July,2015,3.328,1.2064,3.328
December,2016,33.568,11.7488,33.568
July,2015,11.808,4.2804,11.808
August,2017,10.368,3.7584,10.368
December,2014,118.16,-25.109,118.16
November,2017,221.024,-55.256,221.024
August,2014,9.184,1.148,9.184
August,2017,9.912,1.239,9.912
January,2017,14.016,1.752,14.016
July,2017,17.472,6.3336,17.472
March,2017,9.144,3.0861,9.144
September,2014,139.44,47.061,139.44
July,2015,10.512,3.6792,10.512
March,2017,8.856,2.8782,8.856
August,2015,6.912,2.5056,6.912
December,2017,74.352,23.235,74.352
September,2014,15.552,5.4432,15.552
August,2015,435.504,48.994200000,435.504
November,2016,38.976,-2.436,38.976
July,2017,37.752,4.247100000,37.752
September,2017,8.256,0.6192,8.256
September,2017,11.52,3.744,11.52
May,2014,15.936,5.7768,15.936
May,2016,15.232,5.5216,15.232
January,2017,21.696,7.0512,21.696
July,2017,20.736,7.2576,20.736
October,2014,91.92,11.49,91.92
December,2014,48.36,6.045000000,48.36
June,2017,23.92,1.794,23.92
May,2014,22.32,5.301,22.32
December,2015,232.4,78.435,232.4
February,2016,46.72,17.52,46.72
September,2016,295.4,-62.7725,295.4
July,2017,259.92,-25.992,259.92
November,2016,14.72,-3.312,14.72
September,2017,10.608,0.9282,10.608
November,2017,107.424,36.2556,107.424
November,2017,164.688,55.5822,164.688
March,2014,49.632,16.7508,49.632
March,2014,10.464,1.7004,10.464
March,2015,40.032,12.51,40.032
September,2017,20.544,6.42,20.544
December,2014,36.288,12.7008,36.288
September,2017,4663.736,-1049.3406,4663.736
August,2017,646.272,64.6272,646.272
September,2017,5.607,-4.2987,5.607
September,2017,4.368,-3.0576,4.368
September,2014,2.502,-2.0016,2.502
December,2016,2.214,-1.476,2.214
August,2014,76.776,-58.8616,76.776
September,2017,25.56,-20.448,25.56
June,2017,41.256,-34.38,41.256
December,2015,26.064,-19.9824,26.064
September,2015,121.104,-100.92,121.104
November,2014,11.808,-8.6592,11.808
November,2016,78.759,-57.7566,78.759
November,2016,8.75,2.625,8.75
December,2017,34.58,10.0282,34.58
December,2017,12.53,5.8891,12.53
November,2016,5.28,2.376,5.28
December,2017,15.14,0.605600000,15.14
December,2014,7.27,1.9629,7.27
May,2016,11.16,4.3524,11.16
May,2014,6.56,1.9024,6.56
March,2015,5.56,1.4456,5.56
November,2016,8.26,3.8822,8.26
December,2017,29.36,13.5056,29.36
March,2017,17.76,8.88,17.76
March,2015,7.38,3.3948,7.38
December,2017,5.76,2.6496,5.76
March,2017,8.26,3.7996,8.26
May,2016,109.92,53.8608,109.92
September,2017,12.96,6.2208,12.96
May,2014,24.56,11.5432,24.56
August,2014,13.36,6.4128,13.36
November,2015,44.43,18.6606,44.43
September,2016,13.89,4.5837,13.89
December,2014,40.05,11.214,40.05
June,2016,35.97,9.7119,35.97
November,2016,7.98,2.0748,7.98
April,2014,17.94,8.6112,17.94
April,2014,58.05,26.703,58.05
May,2016,19.44,9.3312,19.44
September,2016,17.94,8.7906,17.94
May,2014,9.42,4.239,9.42
December,2017,95.94,9.594,95.94
September,2015,269.49,5.389800000,269.49
March,2017,332.94,9.988200000,332.94
September,2017,195.68,50.8768,195.68
March,2015,58.72,27.0112,58.72
December,2017,15.92,7.4824,15.92
September,2017,14.2,6.674,14.2
November,2016,20,9.6,20
March,2017,17.64,8.1144,17.64
December,2017,214.9,62.321,214.9
November,2015,27.9,6.975,27.9
December,2015,157.9,74.213,157.9
March,2015,491.55,240.8595,491.55
September,2016,118.25,34.2925,118.25
April,2016,81.2,12.18,81.2
December,2014,152.76,74.8524,152.76
December,2017,23.88,11.2236,23.88
June,2016,191.88,19.188,191.88
November,2015,265.86,79.758,265.86
May,2016,27.86,9.1938,27.86
November,2017,22.96,6.6584,22.96
February,2016,36.4,18.2,36.4
November,2017,48.87,23.9463,48.87
December,2016,584.82,70.1784,584.82
April,2014,71.28,34.2144,71.28
November,2017,2.064,0.1548,2.064
December,2014,1.344,0.504,1.344
December,2017,7.824,2.934,7.824
August,2017,3.424,1.07,3.424
October,2015,9.952,0.9952,9.952
July,2017,34.848,6.534,34.848
September,2016,87.168,8.716800000,87.168
August,2017,9.728,1.7024,9.728
September,2016,31.744,8.3328,31.744
August,2014,29.808,10.8054,29.808
March,2015,4.608,1.6704,4.608
April,2014,10.368,3.6288,10.368
August,2017,49.568,15.49,49.568
December,2014,424.272,-10.6068,424.272
October,2017,147.184,-29.4368,147.184
November,2017,499.584,43.7136,499.584
March,2016,871.8,87.180000000,871.8
July,2017,4.368,0.3822,4.368
September,2016,23.472,7.6284,23.472
April,2014,6.912,2.3328,6.912
December,2014,45.528,15.9348,45.528
October,2017,47.952,16.1838,47.952
August,2016,10.272,3.21,10.272
November,2017,16.272,5.2884,16.272
September,2016,10.272,3.21,10.272
September,2016,12.192,4.1148,12.192
November,2017,8.904,3.339,8.904
August,2014,7.632,-1.8126,7.632
August,2017,14.336,0.896,14.336
December,2015,36.96,12.012,36.96
November,2017,259.136,-51.8272,259.136
November,2017,720.064,-63.0056,720.064
August,2017,8.72,2.943,8.72
May,2017,25.92,9.072,25.92
December,2014,83.92,-1.049,83.92
August,2017,161.376,12.1032,161.376
October,2016,32.064,11.2224,32.064
November,2017,31.104,10.8864,31.104
August,2017,229.544,83.2097,229.544
October,2016,30.976,5.0336,30.976
October,2016,111.672,6.979500000,111.672
May,2016,7.764,-5.176,7.764
October,2016,5.388,-4.49,5.388
August,2014,505.176,-336.784,505.176
December,2015,1598.058,-1065.372,1598.058
September,2016,86.058,-63.1092,86.058
November,2017,13.272,-10.6176,13.272
August,2016,11.232,-8.2368,11.232
December,2015,2.21,0.5967,2.21
December,2014,4.13,1.1564,4.13
January,2017,7.89,3.5505,7.89
June,2017,2.88,1.3536,2.88
September,2016,18.97,9.1056,18.97
March,2016,5.98,2.9302,5.98
July,2016,48.94,24.47,48.94
June,2016,104.85,50.328,104.85
June,2016,19.98,9.3906,19.98
August,2016,6.48,3.1104,6.48
December,2014,33.29,7.9896,33.29
June,2017,14.03,4.0687,14.03
April,2015,12.88,0.3864,12.88
May,2017,243.16,72.948,243.16
November,2017,76.12,22.0748,76.12
September,2017,119.96,33.5888,119.96
September,2017,6.56,1.9024,6.56
December,2014,47.3,12.298,47.3
October,2017,5.88,1.5876,5.88
September,2015,35.96,10.4284,35.96
July,2015,9.42,0.471,9.42
December,2015,9.96,4.5816,9.96
August,2017,5.76,2.8224,5.76
April,2014,29.6,14.8,29.6
April,2015,52.76,24.2696,52.76
February,2015,13.36,6.4128,13.36
November,2015,37.94,18.2112,37.94
November,2017,11.56,5.6644,11.56
October,2015,11.56,5.6644,11.56
February,2016,70.88,33.3136,70.88
December,2017,12.96,6.2208,12.96
December,2014,45.68,21.0128,45.68
October,2014,61.96,27.882,61.96
June,2017,37.94,18.2112,37.94
July,2017,12.96,6.2208,12.96
July,2015,12.96,6.2208,12.96
March,2014,330.4,85.904,330.4
December,2016,352.38,81.0474,352.38
June,2017,102.96,1.0296,102.96
July,2016,69.52,17.38,69.52
May,2017,152.94,41.2938,152.94
June,2016,241.44,72.432,241.44
August,2014,1089.75,305.13,1089.75
September,2014,53.94,15.6426,53.94
April,2016,5.46,1.5288,5.46
November,2016,158.13,77.4837,158.13
September,2016,65.94,30.9918,65.94
November,2017,18.24,9.12,18.24
June,2016,21.93,10.3071,21.93
February,2015,19.44,9.3312,19.44
November,2016,67.71,32.5008,67.71
May,2016,17.34,8.4966,17.34
September,2017,166.44,79.8912,166.44
January,2014,19.44,9.3312,19.44
December,2017,92.94,41.823,92.94
December,2015,17.94,8.073,17.94
December,2015,12.6,6.174,12.6
March,2015,9.87,4.5402,9.87
March,2016,17.64,8.6436,17.64
June,2017,19.44,9.3312,19.44
July,2015,29.97,13.4865,29.97
January,2017,61.02,0.610200000,61.02
August,2017,99.87,23.9688,99.87
November,2015,33.63,10.089,33.63
December,2014,8.94,0.625800000,8.94
November,2016,84.84,22.9068,84.84
August,2017,186.54,50.3658,186.54
December,2016,34.05,9.534,34.05
September,2017,31.44,8.4888,31.44
April,2016,28.8,0.864000000,28.8
November,2016,129.92,38.976,129.92
May,2017,81.08,22.7024,81.08
October,2017,10.64,2.7664,10.64
July,2014,11.52,3.2256,11.52
October,2015,79.36,23.808,79.36
December,2015,15.52,7.4496,15.52
October,2015,11.8,5.664,11.8
December,2015,36.44,16.398,36.44
December,2015,17.12,7.704,17.12
April,2016,22.72,10.224,22.72
November,2015,25.92,12.4416,25.92
February,2015,49.12,23.0864,49.12
July,2017,26.2,12.052,26.2
March,2016,87.92,0.879200000,87.92
November,2016,720.76,187.3976,720.76
March,2017,725.84,210.4936,725.84
June,2016,93.68,25.2936,93.68
July,2014,53.72,15.0416,53.72
December,2015,204.85,53.261,204.85
December,2015,16.4,7.052,16.4
November,2016,14.7,3.969,14.7
April,2016,73.2,21.228,73.2
August,2014,16.4,4.264,16.4
March,2014,18.75,9,18.75
August,2017,51.75,24.84,51.75
November,2016,61.4,28.858,61.4
June,2016,46.35,21.7845,46.35
August,2014,158.9,7.945000000,158.9
July,2014,8187.65,327.506,8187.65
February,2015,541.44,157.0176,541.44
August,2017,16.68,4.3368,16.68
July,2016,21.48,10.74,21.48
December,2014,90.24,41.5104,90.24
March,2015,212.64,99.9408,212.64
September,2015,353.88,17.694,353.88
July,2016,87.71,41.2237,87.71
January,2017,110.11,31.9319,110.11
August,2014,447.84,219.4416,447.84
September,2017,56.7,26.082,56.7
May,2016,27.72,13.3056,27.72
September,2017,47.52,22.8096,47.52
November,2015,42.8,19.26,42.8
July,2014,236.5,68.585,236.5
January,2017,153.78,44.5962,153.78
August,2014,423.28,110.0528,423.28
October,2016,11.744,3.8168,11.744
April,2016,5.84,1.971,5.84
November,2016,1016.792,381.297,1016.792
August,2014,13.184,4.7792,13.184
October,2014,1.344,0.4704,1.344
September,2017,6.88,2.322,6.88
September,2015,14.576,2.3686,14.576
December,2017,46.672,16.3352,46.672
March,2017,14.624,5.1184,14.624
December,2014,487.984,152.495,487.984
December,2015,92.96,31.374,92.96
March,2017,8.544,2.8836,8.544
September,2016,276.784,89.9548,276.784
April,2017,13.904,4.5188,13.904
December,2017,36.672,11.46,36.672
February,2014,83.84,27.248,83.84
September,2017,11.696,3.9474,11.696
December,2017,10.32,3.741,10.32
November,2016,5.184,1.8144,5.184
March,2017,10.896,3.9498,10.896
April,2016,9.336,3.2676,9.336
March,2016,17.04,5.538,17.04
July,2016,12.816,4.1652,12.816
September,2015,14.952,5.4201,14.952
February,2014,13.272,4.3134,13.272
July,2015,98.352,34.4232,98.352
December,2016,27.792,10.422,27.792
July,2015,272.736,-64.7748,272.736
March,2015,29.304,2.5641,29.304
December,2014,53.424,4.6746,53.424
November,2014,120.768,9.0576,120.768
September,2016,55.36,18.684,55.36
April,2014,17.088,5.5536,17.088
July,2015,18.496,6.7048,18.496
November,2014,35.808,12.5328,35.808
August,2017,239.12,77.714,239.12
February,2015,41.72,13.0375,41.72
February,2015,11.52,4.176,11.52
December,2014,155.12,50.414,155.12
November,2017,25.12,7.85,25.12
June,2017,43.92,15.921,43.92
November,2014,25.92,9.072,25.92
December,2017,13.344,1.0008,13.344
April,2017,92.88,30.186,92.88
September,2017,13.344,4.3368,13.344
June,2017,18.288,6.6294,18.288
June,2017,25.344,7.92,25.344
September,2015,16.464,1.8522,16.464
March,2017,27.496,9.2799,27.496
November,2016,38.136,13.3476,38.136
December,2017,47.32,5.915000000,47.32
